ent,entidad,mun,municipio,presidente,partido,periodo
21,Puebla,,San Pedro Cholula,Luis Alberto Arriaga Lila,MORENA,2018-2021
21,Puebla,,San Pedro Yeloixtlahuaca,Irma Sabina Martínez Barragán,PRI,2018-2021
21,Puebla,,San Salvador el Seco,Irene Marina Aguirre Rojas,MORENA,2018-2021
21,Puebla,,San Salvador el Verde,Pablo Romero García,PSI-Puebla,2018-2021
21,Puebla,,San Salvador Huixcolotla,Silvano Teodoro Mauricio,MORENA,2018-2021
21,Puebla,,San Sebastián Tlacotepec,Humberto Vázquez Muñoz,PAN,2018-2021
21,Puebla,,Santa Catarina Tlaltempan,Ciriaco Aguilar Sánchez,Compromiso por Puebla,2018-2021
21,Puebla,,Santa Inés Ahuatempan,Gustavo Sánchez Vidal,PRI,2018-2021
21,Puebla,,Santa Isabel Cholula,Julián Flores Ramírez,PSI-Puebla,2018-2021
21,Puebla,,Santiago Miahuatlán,Edmundo Jesús Ramírez Castillo,MORENA,2018-2021
21,Puebla,,Huehuetlán el Grande,José Ángel González Carpinteyro,PRI,2018-2021
21,Puebla,,Santo Tomás Hueyotlipan,Francisco Javier Solís Romero,Compromiso por Puebla,2018-2021
21,Puebla,,Soltepec,Leobardo Aguilar Flores,PVEM,2018-2021
21,Puebla,,Tecali de Herrera,Erasto Amador Báez,MORENA,2018-2021
21,Puebla,,Tecamachalco,Marisol Cruz García,MORENA,2018-2021
21,Puebla,,Tecomatlán,Sara Yolanda Reyes Hernández,PRI,2018-2021
21,Puebla,,Tehuacán,Felipe de Jesús Patjane Martínez,MORENA,2018-2021
21,Puebla,,Tehuitzingo,José Luis López García,MORENA,2018-2021
21,Puebla,,Tenampulco,Aubdon Calderón Jiménez,PRI,2018-2021
21,Puebla,,Teopantlán,Atanacio Pérez Cañete,MC,2018-2021
21,Puebla,,Teotlalco,Guillermo Cortés Escandón,PANAL,2018-2021
21,Puebla,,Tepanco de López,Eusebio Martínez Benítez,PANAL,2018-2021
21,Puebla,,Tepango de Rodríguez,Mireya González Pérez,MC,2018-2021
21,Puebla,,Tepatlaxco de Hidalgo,Calixto González Montero,PSI-Puebla,2018-2021
21,Puebla,,Tepeaca,Sergio Salomón Céspedes Peregrina,MC,2018-2021
21,Puebla,,Tepemaxalco,Eusebio Pérez Pérez,PVEM,2018-2021
21,Puebla,,Manuel Ismael Gil García,Tepeojuma,MORENA,2018-2021
21,Puebla,,Tepetzintla,José Cabañez Vázquez,PRI,2018-2021
21,Puebla,,Tepexco,Deodegario Aparicio Linares,PRI,2018-2021
21,Puebla,,Tepexi de Rodríguez,Alondra Méndez Betancourt,PRI,2018-2021
21,Puebla,,Tepeyahualco,Eyerim Espinosa Sosa,Compromiso por Puebla,2018-2021
21,Puebla,,Tepeyahualco de Cuauhtémoc,Bartolomé González Hernández,PSI-Puebla,2018-2021
21,Puebla,,Tetela de Ocampo,Juan López Salazar,PRI,2018-2021
21,Puebla,,Teteles de Ávila Castillo,Mario Alberto Castro Jiménez,Compromiso por Puebla,2018-2021
21,Puebla,,Teziutlán,Carlos Enrique Peredo Grau,Compromiso por Puebla,2018-2021
21,Puebla,,Tianguismanalco,Juan Pérez Moral,PAN,2018-2021
21,Puebla,,Tilapa,Víctor Reyes Orea,PRI,2018-2021
21,Puebla,,Tlacotepec de Benito Juárez,Nelson Feliciano Beristain Macías,MORENA,2018-2021
21,Puebla,,Tlacuilotepec,Josué Osvaldo Guzmán Sánchez,PRI,2018-2021
21,Puebla,,Tlachichuca,Miguel Guadalupe Morales Zenteno,MORENA,2018-2021
21,Puebla,,Tlahuapan,Vidal Roa Benítez,PRI,2018-2021
21,Puebla,,Tlaltenango,Javier Pérez Pérez,Compromiso por Puebla,2018-2021
21,Puebla,,Tlanepantla,Eloina Celis Tellez,PRI,2018-2021
21,Puebla,,Tlaola,Jesús Vivero Bobadilla,PRD,2018-2021
21,Puebla,,Tlapacoya,Ramiro Romero Herrero,PSI-Puebla,2018-2021
21,Puebla,,Tlapanalá,Lorenzo Pliego Campos,MC,2018-2021
21,Puebla,,Tlatlauquitepec,Porfirio Loeza Aguilar,PSI-Puebla,2018-2021
21,Puebla,,Tlaxco,Juan Neri Jiménez,PVEM,2018-2021
21,Puebla,,Tochimilco,Aurelio Francisco Tapia Dávila,Compromiso por Puebla,2018-2021
21,Puebla,,Tochtepec,José Gregorio Julio Aguilar Andrare,PRI,2018-2021
21,Puebla,,Totoltepec de Guerrero,Juvencia Petra Martínez Reyes,PRI,2018-2021
21,Puebla,,Tulcingo,Juan Manuel Rodríguez Rodríguez,PRI,2018-2021
21,Puebla,,Tuzamapan de Galeana,Omar Arteaga Ortigoza,MC,2018-2021
21,Puebla,,Tzicatlacoyan,Servando Arizpe Campos,PRI,2018-2021
21,Puebla,,Venustiano Carranza,Vicente Valencia Ávila,MC,2018-2021
21,Puebla,,Vicente Guerrero,Francisco Javier Hernández Morales,PRI,2018-2021
21,Puebla,,Xayacatlán de Bravo,Luis Santana Morales,PRI,2018-2021
21,Puebla,,Xicotepec,Laura Guadalupe Vargas Vargas,PRI,2018-2021
21,Puebla,,Xicotlán,Sixto Guillermo Rosales Flores,MC,2018-2021
21,Puebla,,Xiutetelco,Jorge Alberto Domínguez Méndez,PRI,2018-2021
21,Puebla,,Xochiapulco,Marlit Moreno Álvarez,PRI,2018-2021
21,Puebla,,Xochiltepec,Alejandra Celestino Castro,PAN,2018-2021
21,Puebla,,Xochitlán de Vicente Suárez,Leandro Pantoja Aldama,PRI,2018-2021
21,Puebla,,Xochitlán Todos Santos,Margarito Bolaños del Rosario,PRI,2018-2021
21,Puebla,,Yaonáhuac,Elías Lozada Ortega,PANAL,2018-2021
21,Puebla,,Yehualtepec,Florencio Galicia Fernández,Independiente,2018-2021
21,Puebla,,Zacapala,Rosalba Iselt Merino Flores,PRI,2018-2021
21,Puebla,,Zacapoaxtla,Ebodio Santos Alejo,MORENA,2018-2021
21,Puebla,,Zacatlán,Luis Márquez Lecona,PRI,2018-2021
21,Puebla,,Zapotitlán,Eduardo Vázquez Márquez,PRI,2018-2021
21,Puebla,,Zapotitlán de Méndez,Emiliano Vázquez Bonilla,PRI,2018-2021
21,Puebla,,Zaragoza,José Tobias Ramiro Haquet,PVEM,2018-2021
21,Puebla,,Zautla,Víctor Manuel Iglesias Parra,MORENA,2018-2021
21,Puebla,,Zihuateutla,Miguel Ángel Morales Morales,MC,2018-2021
21,Puebla,,Zinacatepec,Luis Enrique Contreras Ponce,MORENA,2018-2021
21,Puebla,,Zongozotla,Hiram Bonilla Ponce,PVEM,2018-2021
21,Puebla,,Zoquiapan,Luz Toral Patricio,PRI,2018-2021
21,Puebla,,Zoquitlán,Claudio Hernández Cabanzo,MORENA,2018-2021
22,Queretaro,,Amealco de Bonfil,Rosendo Anaya Aguilar,PAN,2018-2021
22,Queretaro,,Pinal de Amoles,Isidro Garay Pacheco,PRI,2018-2021
22,Queretaro,,Arroyo Seco,Iliana Guadalupe Montes Ríos,PRI,2018-2021
22,Queretaro,,Cadereyta de Montes,León Enrique Bolaño Mendoza,PAN,2018-2021
22,Queretaro,,Colón,José Alejandro Ochoa Valencia,PAN,2018-2021
22,Queretaro,,Corregidora,Roberto Sosa Pichardo,PAN,2018-2021
22,Queretaro,,Ezequiel Montes,Elvia Montes Trejo,MORENA,2018-2021
22,Queretaro,,Huimilpan,Leticia Servín Moya,PAN,2018-2021
22,Queretaro,,Jalpan de Serra,Celia Amador Enríquez,PRI,2018-2021
22,Queretaro,,Landa de Matamoros,Marina Ponce Camacho,PAN,2018-2021
22,Queretaro,,El Marqués,Enrique Vela Carriles,PAN,2018-2021
22,Queretaro,,Pedro Escobedo,Isidro Amarillo Bárcenas Reséndiz,PAN,2018-2021
22,Queretaro,,Peñamiller,Juan Carlos Linares Aguilar,PANAL,2018-2021
22,Queretaro,,Querétaro,Luis Bernardo Nava Guerrero,PAN,2018-2021
22,Queretaro,,San Joaquín,J. Belem Ledezma Ledezma,Independiente,2018-2021
22,Queretaro,,San Juan del Río,Guillermo Vega Guerrero,PAN,2018-2021
22,Queretaro,,Tequisquiapan,José Antonio Mejía Lira,Independiente,2018-2021
22,Queretaro,,Tolimán,María Guadalupe Alcántara de Santiago,PAN,2018-2021
23,Quintana Roo,,Cozumel,Pedro Joaquín Delbouis,PRI,2018-2021
23,Quintana Roo,,Felipe Carrillo Puerto,José Esquivel Vargas,PAN,2018-2021
23,Quintana Roo,,Isla Mujeres,Juan Carrillo,PRI,2018-2021
23,Quintana Roo,,Othón P. Blanco,Otoniel Segovia Martínez,MORENA,2018-2021
23,Quintana Roo,,Benito Juárez,Mara Lezama,MORENA,2018-2021
23,Quintana Roo,,José María Morelos,Sofía Alcocer Alcocer,PAN,2018-2021
23,Quintana Roo,,Lázaro Cárdenas,Nivardo Mena,PT,2018-2021
23,Quintana Roo,,Solidaridad,Laura Beristain Navarrete,MORENA,2018-2021
23,Quintana Roo,,Tulum,Víctor Mass Tah,PAN,2018-2021
23,Quintana Roo,,Bacalar,Alexander Zetina Aguiluz,PRI,2018-2021
23,Quintana Roo,,Puerto Morelos,Laura Fernández,PRI,2018-2021
24,San Luis Potosí,,Ahualulco,Federico Monsivais Rojas,PRD,2018-2021
24,San Luis Potosí,,Alaquines,Florisela Hernández Chávez,PRI,2018-2021
24,San Luis Potosí,,Aquismón,Oscar Suárez Mendoza,PAN,2018-2021
24,San Luis Potosí,,Armadillo de los Infante,Sara Álvarez Rivera,PRI,2018-2021
24,San Luis Potosí,,Cárdenas,Jorge Omar Muñoz Martínez,PANAL,2018-2021
24,San Luis Potosí,,Catorce,María Guadalupe Carrillo Rodríguez,PAN,2018-2021
24,San Luis Potosí,,Cedral,José Homero Mata Camarillo,PES,2018-2021
24,San Luis Potosí,,Cerritos,María Leticia Vázquez Hernández,PVEM,2018-2021
24,San Luis Potosí,,Cerro de San Pedro,Rosaura Loredo Loredo,PRI,2018-2021
24,San Luis Potosí,,Ciudad del Maíz,Mireya Vancini Villanueva,PAN,2018-2021
24,San Luis Potosí,,Ciudad Fernández,José Alfredo Pérez,PRD,2018-2021
24,San Luis Potosí,,Tancanhuitz,Juan Carlos Arrieta Vita,PRD,2018-2021
24,San Luis Potosí,,Ciudad Valles,Adrían Esper Cárdenas,Independiente,2018-2021
24,San Luis Potosí,,Coxcatlán,Ibeth Arenas Vidales,MC,2018-2021
24,San Luis Potosí,,Charcas,Manuel López Lara,PVEM,2018-2021
24,San Luis Potosí,,Ébano,Crispín Ordaz Trujillo,PAN,2018-2021
24,San Luis Potosí,,Guadalcázar,Juan Francisco Pérez Zapata,PRI,2018-2021
24,San Luis Potosí,,Huehuetlán,José Antonio Olivares Morales,PRI,2018-2021
24,San Luis Potosí,,Lagunillas,Alejo Olvera Olvera,PT,2018-2021
24,San Luis Potosí,,Matehuala,Roberto Alejandro Segovia Hernández,PVEM,2018-2021
24,San Luis Potosí,,Mexquitic de Carmona,Rafael Pérez Rojas,PRI,2018-2021
24,San Luis Potosí,,Moctezuma,Mario Díaz Hernández,PAN,2018-2021
24,San Luis Potosí,,Rayón,Fernando Subituno Castillo Lambarria,PCP,2018-2021
24,San Luis Potosí,,Rioverde,José Ramón Torres García,PAN,2018-2021
24,San Luis Potosí,,Salinas,Antonio Venancio Páez Galván,PRI,2018-2021
24,San Luis Potosí,,San Antonio,Edyuenary Gregorio Castillo,PES,2018-2021
24,San Luis Potosí,,San Ciro de Acosta,María Ysabel González Serna,PAN,2018-2021
24,San Luis Potosí,,San Luis Potosí,Francisco Xavier Nava Palacios,PAN,2018-2021
24,San Luis Potosí,,San Martín Chalchicuautla,Cresencio Rivera Guerrero,PAN,2018-2021
24,San Luis Potosí,,San Nicolás Tolentino,Pedro Infante Rodríguez,MORENA,2018-2021
24,San Luis Potosí,,Santa Catarina,Erick Verástegui Ortega,PVEM,2018-2021
24,San Luis Potosí,,Santa María del Río,Israel Reyna,PRI,2018-2021
24,San Luis Potosí,,Santo Domingo,Rubén Díaz Espinosa,PRI,2018-2021
24,San Luis Potosí,,San Vicente Tancuayalab,Jesús Josue Soni Cortés,PRI,2018-2021
24,San Luis Potosí,,Soledad de Graciano Sánchez,Gilberto Hernández Villafuerte,PRD,2018-2021
24,San Luis Potosí,,Tamasopo,Rosalba Chavira Baca,PRD,2018-2021
24,San Luis Potosí,,Tamazunchale,Juan Antonio Acosta Medina,PAN,2018-2021
24,San Luis Potosí,,Tampacán,Brisseire Sánchez López,PRI,2018-2021
24,San Luis Potosí,,Tampamolón Corona,Isidro Mejía Gómez,PANAL,2018-2021
24,San Luis Potosí,,Tamuín,Grecia Esmeralda Sánchez González,MORENA,2018-2021
24,San Luis Potosí,,Tanlajás,Raúl Rivera Olvera,MORENA,2018-2021
24,San Luis Potosí,,Tanquián de Escobedo,Alain Azuara Robles,PRD,2018-2021
24,San Luis Potosí,,Tierra Nueva,Margarito Chavarría Delgado,MC,2018-2021
24,San Luis Potosí,,Vanegas,José Antonio García Rodríguez,PVEM,2018-2021
24,San Luis Potosí,,Venado,Guillermo Martínez Guerra,MC,2018-2021
24,San Luis Potosí,,Villa de Arriaga,Gustavo Torres Robledo,PRI,2018-2021
24,San Luis Potosí,,Villa de Guadalupe,Juan López Blanco,PRD,2018-2021
24,San Luis Potosí,,Villa de la Paz,Jorge Armando Torres Martínez,PANAL,2018-2021
24,San Luis Potosí,,Villa de Ramos,Abraham Villa Ortega,PRI,2018-2021
24,San Luis Potosí,,Villa de Reyes,Erika Irazema Briones Pérez,PRD,2018-2021
24,San Luis Potosí,,Villa Hidalgo,Euridice Meza Mendoza,PRI,2018-2021
24,San Luis Potosí,,Villa Juárez,María Teodora Reyes Infante,PRI,2018-2021
24,San Luis Potosí,,Axtla de Terrazas,Jovanny Jesús Ramón Cruz,PRD,2018-2021
24,San Luis Potosí,,Xilitla,Martín Eduardo Martínez Morales,PAN,2018-2021
24,San Luis Potosí,,Villa de Zaragoza,Paloma Bravo García,PRI,2018-2021
24,San Luis Potosí,,Villa de Arista,Moisés Aurelio Arriaga Tovar,PRI,2018-2021
24,San Luis Potosí,,Matlapa,Karina Rivera Obregón,PAN,2018-2021
24,San Luis Potosí,,El Naranjo,Eliseo Rodríguez de León,PANAL,2018-2021
25,Sinaloa,,Ahome,Manuel Guillermo Chapman Moreno,MORENA,2018-2021
25,Sinaloa,,Angostura,Aglaee Montoya Martínez,PRI,2018-2021
25,Sinaloa,,Badiraguato,María Lorena Pérez Olivas,PRI,2018-2021
25,Sinaloa,,Concordia,José Felipe Garzón López,PRI,2018-2021
25,Sinaloa,,Cosalá,Griselda Quintana García,PRI,2018-2021
25,Sinaloa,,Culiacán,Jesús Estrada Ferreiro,MORENA,2018-2021
25,Sinaloa,,Choix,Omar Rubén Santini,MORENA,2018-2021
25,Sinaloa,,Elota,Ángel Geovani Escobar Manjarrez,PRI,2018-2021
25,Sinaloa,,Escuinapa,Emmett Soto Grave,MORENA,2018-2021
25,Sinaloa,,El Fuerte,Nubia Xiclali Ramos Carbajal,PRI,2018-2021
25,Sinaloa,,Guasave,María Aurelia Leal López,MORENA,2018-2021
25,Sinaloa,,Mazatlán,Luis Guillermo Benítez Torres,MORENA,2018-2021
25,Sinaloa,,Mocorito,Jesús Guillermo Galindo Castro,Partido Sinaloense,2018-2021
25,Sinaloa,,Rosario,Manuel Antonio Pineda Domínguez,PAN,2018-2021
25,Sinaloa,,Salvador Alvarado,Carlo Mario Ortiz Sánchez,PRI,2018-2021
25,Sinaloa,,San Ignacio,Iván Ernesto Báez Martínez,PVEM,2018-2021
25,Sinaloa,,Sinaloa,María Beatriz León Rubio,PRI,2018-2021
25,Sinaloa,,Navolato,Eliazar Gutiérrez Angulo,MORENA,2018-2021
26,Sonora,,Aconchi,Celia Nares Loera,PRI,2018-2021
26,Sonora,,Agua Prieta,Jesús Alfonso Montaño Durazo,MORENA,2018-2021
26,Sonora,,Álamos,Víctor Manuel Balderrama Cárdenas,PRI,2018-2021
26,Sonora,,Altar,Everardo Martínez Díaz,PRI,2018-2021
26,Sonora,,Arivechi,Samuel Ocaña García,PRI,2018-2021
26,Sonora,,Arizpe,Lucía de Guadalupe Serrano Acuña,PRI,2018-2021
26,Sonora,,Átil,Antonio Federico Celaya Urías,MC,2018-2021
26,Sonora,,Bacadéhuachi,Manuel María Madrid Galaz,MORENA,2018-2021
26,Sonora,,Bacanora,Belisario Pacheco Galindo,PAN,2018-2021
26,Sonora,,Bacerac,Alma Luz Ferra Martínez Sañudo,PRI,2018-2021
26,Sonora,,Bacoachi,Rigoberto González Pacheco,PRI,2018-2021
26,Sonora,,Bácum,Rogelio Aboyte Limón,MORENA,2018-2021
26,Sonora,,Banámichi,Alejandro Molina Salazar,PRI,2018-2021
26,Sonora,,Baviácora,Juan Francisco Huguez Martínez,PAN,2018-2021
26,Sonora,,Bavispe,Cornelio Vega Vega,PRI,2018-2021
26,Sonora,,Benjamín Hill,Francisco Javier Rodríguez Lucero,MORENA,2018-2021
26,Sonora,,Caborca,Librado Macías González,MORENA,2018-2021
26,Sonora,,Cajeme,Sergio Pablo Mariscal Alvarado,MORENA,2018-2021
26,Sonora,,Cananea,Eduardo Quiroga Jiménez,Independiente,2018-2021
26,Sonora,,Carbó,David Fernando Navarro Contreras,PRI,2018-2021
26,Sonora,,La Colorada,Marco Antonio Platt Escalante,PRI,2018-2021
26,Sonora,,Cucurpe,Jesús Miguel Figueroa Ibarra,PAN,2018-2021
26,Sonora,,Cumpas,Jesús Alberto Ojeda Castellanos,PANAL,2018-2021
26,Sonora,,Divisaderos,Jesús Misael Acuña Acuña,PRI,2018-2021
26,Sonora,,Empalme,Miguel Francisco Javier Genesta Sesma,MORENA,2018-2021
26,Sonora,,Etchojoa,Jesús Tadeo Mendívil Valenzuela,MORENA,2018-2021
26,Sonora,,Fronteras,Guadalupe Valdez Solís,PRI,2018-2021
26,Sonora,,Granados,María Guadalupe Amavizca Moreno,PRI,2018-2021
26,Sonora,,Guaymas,Sara Valle Dessens,MORENA,2018-2021
26,Sonora,,Hermosillo,Célida Teresa López Cárdenas,MORENA,2018-2021
26,Sonora,,Huachinera,Jesús Manuel Rojas Barreras,PRI,2018-2021
26,Sonora,,Huásabas,José Soledad Fimbres Moroyoqui,PRI,2018-2021
26,Sonora,,Huatabampo,Ramón Antonio Díaz Nieblas,PAN,2018-2021
26,Sonora,,Huépac,María Eloína Lugo Méndez,PRI,2018-2021
26,Sonora,,Ímuris,Jesús Alberto Rentería Vázquez,MORENA,2018-2021
26,Sonora,,Magdalena,Francisco Javier Zepeda Munro,PAN,2018-2021
26,Sonora,,Mazatán,Alma Celina Mada Castillo,PAN,2018-2021
26,Sonora,,Moctezuma,Cruz Adriana Sepúlveda Rodríguez,PRI,2018-2021
26,Sonora,,Naco,Andrea Celeste Ramos Erivez,PRI,2018-2021
26,Sonora,,Nácori Chico,Jorge Luis Portillo Arvizu,MC,2018-2021
26,Sonora,,Nacozari de García,María Juana Romero,PAN,2018-2021
26,Sonora,,Navojoa,María del Rosario Quintero Borbón,MORENA,2018-2021
26,Sonora,,Nogales,Jesús Antonio Pujol Irastorza,MORENA,2018-2021
26,Sonora,,Ónavas,Elodia Guadalupe Carltón Aviles,PRI,2018-2021
26,Sonora,,Opodepe,Paola López Fernández,PRI,2018-2021
26,Sonora,,Oquitoa,Luz Imelda Ortiz García,PRI,2018-2021
26,Sonora,,Pitiquito,Gumercindo Ruiz Lizárraga,PRI,2018-2021
26,Sonora,,Puerto Peñasco,Ernesto Roger Munro Jr.,PAN,2018-2021
26,Sonora,,Quiriego,Leonardo Flores García,MORENA,2018-2021
26,Sonora,,Rayón,Jesús Efren Enríquez Contreras,PRI,2018-2021
26,Sonora,,Rosario,Karina Valenzuela Mendívil,PRI,2018-2021
26,Sonora,,Sahuaripa,Delia Berenice Porchas García,PRI,2018-2021
26,Sonora,,San Felipe de Jesús,Delfina Lillián Ochoa,PAN,2018-2021
26,Sonora,,San Javier,César Ruelas Leyva,PRI,2018-2021
26,Sonora,,San Luis Río Colorado,Santos González Yescas,MORENA,2018-2021
26,Sonora,,San Miguel de Horcasitas,Joaquín Munguía Coronado,PRI,2018-2021
26,Sonora,,San Pedro de la Cueva,Edna Yahve Rubal Encinas,PRI,2018-2021
26,Sonora,,Santa Ana,Javier Francisco Moreno Dávila,PRI,2018-2021
26,Sonora,,Santa Cruz,Ivonne Lorta Ortega,PRI,2018-2021
26,Sonora,,Sáric,Ranulfo López Peralta,PRI,2018-2021
26,Sonora,,Soyopa,Francisco Isaac Mugica Jaime,MORENA,2018-2021
26,Sonora,,Suaqui Grande,Gertrudis Quintana Castillo,PAN,2018-2021
26,Sonora,,Tepache,Carmen Figueroa Velarde,PAN,2018-2021
26,Sonora,,Trincheras,Gildardo Bejarano Yescas,PRI,2018-2021
26,Sonora,,Tubutama,Miriam López Badilla,PRI,2018-2021
26,Sonora,,Ures,Héctor Gastón Rodríguez Galindo,PAN,2018-2021
26,Sonora,,Villa Hidalgo,Ramón Campa Durán,Independiente,2018-2021
26,Sonora,,Villa Pesqueira,Francisco Antelmo Mendoza Navarro,PRI,2018-2021
26,Sonora,,Yécora,Yadira Espinoza Méndez,PRI,2018-2021
26,Sonora,,General Plutarco Elías Calles,José Ramos Arzate,MC,2018-2021
26,Sonora,,Benito Juárez,Flora Lina Mungarro Garibay,MORENA,2018-2021
26,Sonora,,San Ignacio Río Muerto,Patricia Zulema Magallanes Lugo,MORENA,2018-2021
27,Tabasco,,Balancán,Saúl Plancarte Torres,MORENA,2018-2021
27,Tabasco,,Cárdenas,Armando Beltrán Tenorio,MORENA,2018-2021
27,Tabasco,,Centla,Guadalupe de la Cruz Izquierdo,MORENA,2018-2021
27,Tabasco,,Centro,Evaristo Hernández Cruz,MORENA,2018-2021
27,Tabasco,,Comalcalco,Lorena Méndez Denis,MORENA,2018-2021
27,Tabasco,,Cunduacán,Nidia Naranjo Cobián,MORENA,2018-2021
27,Tabasco,,Emiliano Zapata,Carlos Alberto Pascual Pérez Jasso,PVEM,2018-2021
27,Tabasco,,Huimanguillo,José del Carmen Torruco Jiménez,MORENA,2018-2021
27,Tabasco,,Jalapa,María Asunción Silván Méndez,MORENA,2018-2021
27,Tabasco,,Jalpa de Méndez,Jesús Selván García,MORENA,2018-2021
27,Tabasco,,Jonuta,Francisco Alfonso Filigrana Castro,PRD,2018-2021
27,Tabasco,,Macuspana,Roberto Villalpando Arias,MORENA,2018-2021
27,Tabasco,,Nacajuca,Janicie Contreras García,MORENA,2018-2021
27,Tabasco,,Paraíso,Antonio Alejandro Almeida,MORENA,2018-2021
27,Tabasco,,Tacotalpa,Tomiris Domínguez Pérez,MORENA,2018-2021
27,Tabasco,,Teapa,Tey Mollinedo Cano,MORENA,2018-2021
27,Tabasco,,Tenosique,Raúl Gutiérrez Cortés,MORENA,2018-2021
28,Tamaulipas,,Abasolo,Yesika Yanet Selvera Garza,PRI,2018-2021
28,Tamaulipas,,Aldama,Jorge Luis González Rosalez,PAN,2018-2021
28,Tamaulipas,,Altamira,Alma Laura Amparán,PAN,2018-2021
28,Tamaulipas,,Antiguo Morelos,Evangelina Ávila Cabriales,PAN,2018-2021
28,Tamaulipas,,Burgos,Jorge Eleazar Galván García,PAN,2018-2021
28,Tamaulipas,,Bustamante,Maricela Rodríguez González,PRI,2018-2021
28,Tamaulipas,,Camargo,Leticia Peña Villarreal,PAN,2018-2021
28,Tamaulipas,,Casas,Janet Elena Barrón Perales,PAN,2018-2021
28,Tamaulipas,,Ciudad Madero,Adrián Oseguera Kernión,MORENA,2018-2021
28,Tamaulipas,,Cruillas,Olga Lidia Hernández Berrientos,MORENA,2018-2021
28,Tamaulipas,,Gómez Farías,Francisco Javier López Reyes,PAN,2018-2021
28,Tamaulipas,,González,Guillermo Verlage Berry,PAN,2018-2021
28,Tamaulipas,,Güémez,Luis Lauro Reyes Rodríguez,MORENA,2018-2021
28,Tamaulipas,,Guerrero,Iracema Albeza Peña Ramírez,PRI,2018-2021
28,Tamaulipas,,Gustavo Díaz Ordaz,José Manuel López Hernández,MORENA,2018-2021
28,Tamaulipas,,Hidalgo,Reyes Wenseslado Zúñiga Vázquez,PAN,2018-2021
28,Tamaulipas,,Jaumave,César Martín Rodríguez García,PAN,2018-2021
28,Tamaulipas,,Jiménez,Elda de León Rangel,PAN,2018-2021
28,Tamaulipas,,Llera,Héctor Manuel de la Torre Valenzuela,Independiente,2018-2021
28,Tamaulipas,,Mainero,Isabel Martínez González,PAN,2018-2021
28,Tamaulipas,,El Mante,José Mateo Vázquez Ontiveros,PAN,2018-2021
28,Tamaulipas,,Matamoros,Mario Alberto López Hernández,MORENA,2018-2021
28,Tamaulipas,,Méndez,María Ramona Morúa Pulido,PAN,2018-2021
28,Tamaulipas,,Mier,Roberto Gustavo González Hinojosa,PAN,2018-2021
28,Tamaulipas,,Miguel Alemán,Servando López Moreno,PRI,2018-2021
28,Tamaulipas,,Miquihuana,María Andelma de León Cruz,PAN,2018-2021
28,Tamaulipas,,Nuevo Laredo,Óscar Enrique Rivas Cuéllar,PAN,2018-2021
28,Tamaulipas,,Nuevo Morelos,Eunice Hernández Martínez,PAN,2018-2021
28,Tamaulipas,,Ocampo,José de Jesús Ávalos Puente,PAN,2018-2021
28,Tamaulipas,,Padilla,Édgar Eduardo Alvarado García,PAN,2018-2021
28,Tamaulipas,,Palmillas,Laura Córdova Castillo,PAN,2018-2021
28,Tamaulipas,,Reynosa,Maki Esther Ortiz Domínguez,PAN,2018-2021
28,Tamaulipas,,Río Bravo,Carlos Rafael Ulivarri López,PAN,2018-2021
28,Tamaulipas,,San Carlos,Francisco López Villafranca,PRI,2018-2021
28,Tamaulipas,,San Fernando,José Ríos Silva,PAN,2018-2021
28,Tamaulipas,,San Nicolás,Sandra Verónica Benavides Castellanos,PRI,2018-2021
28,Tamaulipas,,Soto la Marina,Abel Enrique Gámez Cantú,PAN,2018-2021
28,Tamaulipas,,Tampico,Jesús Antonio Nader Nasrallah,PAN,2018-2021
28,Tamaulipas,,Tula,Lenin Vladimir Coronado Posadas,PAN,2018-2021
28,Tamaulipas,,Valle Hermoso,Gerardo Aldape Ballesteros,PAN,2018-2021
28,Tamaulipas,,Victoria,Xicoténcatl González Uresti,PAN,2018-2021
28,Tamaulipas,,Villagrán,Gustavo Estrella Cabrera,PAN,2018-2021
28,Tamaulipas,,Xicoténcatl,Ofelia Noemy González Márquez,PAN,2018-2021
29,Tlaxcala,,Amaxac de Guerrero,Faustino Carin Molina Castillo,PVEM,2016-2021
29,Tlaxcala,,Apetatitlán de Antonio Carvajal,Eloy Reyes Juarez,PRD,2016-2021
29,Tlaxcala,,Atlangatepec,Jose Macias Gonzalez,PRI,2016-2021
29,Tlaxcala,,Altzayanca,Noe Parada Matamoros,PRI,2016-2021
29,Tlaxcala,,Apizaco,Julio Cesar Hernandez,PAN,2016-2021
29,Tlaxcala,,Calpulalpan,Neptali Moises Gutierrez Juarez,PES,2016-2021
29,Tlaxcala,,El Carmen Tequexquitla,Oscar Velez Sanchez,PRI,2016-2021
29,Tlaxcala,,Cuapiaxtla,Arturo Hernandez Hernandez,PVEM,2016-2021
29,Tlaxcala,,Cuaxomulco,Javier Serrano Sanchez,PAC-Tlaxcala,2016-2021
29,Tlaxcala,,Chiautempan,Hector Dominguez Rugerio,PRI,2016-2021
29,Tlaxcala,,Muñoz de Domingo Arenas,Rogelio Perez,PRI,2016-2021
29,Tlaxcala,,Españita,Jesus Gonzalez Guarneros,PRI,2016-2021
29,Tlaxcala,,Huamantla,Jorge Sanchez Jasso,PRI,2016-2021
29,Tlaxcala,,Hueyotlipan,Mauro Leon Garfias,PT,2016-2021
